Vg increasing,repeat,gate 21 - Source voltage,ic+,ic-,datapath
0.0,1.0,1.6000000000000298,3.991458287222438e-06,-3.9850935674885655e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.7000000000000295,3.985577696126752e-06,-3.984939670258041e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.8000000000000291,3.966312462912877e-06,-3.965208031678408e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.9000000000000288,3.985112979544318e-06,-3.965497041891875e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.0000000000000284,3.985171712052629e-06,-3.9849774183043135e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.100000000000028,3.985106204115779e-06,-3.965898828751707e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.2000000000000277,3.966852200984567e-06,-3.96513539377697e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.3000000000000274,3.965413395815635e-06,-3.948716386041642e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.400000000000027,3.94623971086114e-06,-3.944978948145148e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.5000000000000266,3.926876571489411e-06,-3.925156987195693e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.6000000000000263,3.925134927611432e-06,-3.905400010036458e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.700000000000026,3.924939790483169e-06,-3.905288720547489e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.8000000000000256,3.905220480355055e-06,-3.89631082459357e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,2.9000000000000252,3.885652599891876e-06,-3.885017154511442e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.000000000000025,3.885115242356334e-06,-3.865857198926532e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.1000000000000245,3.885063545075246e-06,-3.866584991797825e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.200000000000024,3.884408508168105e-06,-3.865474749921302e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.300000000000024,3.865729038847296e-06,-3.865260409182376e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.4000000000000234,3.8851185524821395e-06,-3.86649142227019e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.500000000000023,3.865874545990885e-06,-3.865219035186735e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.6000000000000227,3.865235493965034e-06,-3.853104393436278e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.7000000000000224,3.865122319703602e-06,-3.865017721385146e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.800000000000022,3.8652573899566945e-06,-3.8649940499410165e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.9000000000000217,3.850183472663629e-06,-3.8453061313991835e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.000000000000021,3.826900640577866e-06,-3.825008811238009e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.100000000000021,3.805331308629073e-06,-3.8040691455670177e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.200000000000021,3.785471430048734e-06,-3.785137594625735e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.30000000000002,3.7656145885783494e-06,-3.7651637207966252e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.40000000000002,3.765230808622564e-06,-3.745683128905692e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.5000000000000195,3.745608043798145e-06,-3.7453324234761332e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.600000000000019,3.7494076045253897e-06,-3.7455999470626183e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.700000000000019,3.7650243425145212e-06,-3.7451237337695476e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.8000000000000185,3.7450627256794527e-06,-3.7254640654308176e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,4.900000000000018,3.725804390725129e-06,-3.725375340544497e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,5.000000000000018,3.7452623317111403e-06,-3.727500745097951e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,5.100000000000017,3.7451935519177883e-06,-3.7310995565655087e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,5.200000000000017,3.725543272635149e-06,-3.7251145537891504e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,5.300000000000017,3.70662072180891e-06,-3.7052128546480767e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
