VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err
-0.1249999999999997,-3.675e-06,2.825e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-8.499999999999999e-07,6.5e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1307692307692307,0.0054855932662494
-0.1199999999999997,-3.85e-06,2.875e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-9.750000000000004e-07,6.725000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1449814126394052,0.0053122653427299
-0.1149999999999997,-4e-06,2.9250000000000004e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.0749999999999994e-06,6.925000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1552346570397111,0.0051666131513346
-0.1099999999999997,-4.15e-06,3e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.15e-06,7.15e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1608391608391608,0.0050083534202458
-0.1049999999999997,-4.2750000000000006e-06,3.1e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.1750000000000006e-06,7.375e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1593220338983051,0.0048544065648107
-0.0999999999999997,-4.425e-06,3.125e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.2999999999999998e-06,7.55e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1721854304635761,0.0047517371349216
-0.0949999999999997,-4.55e-06,3.225e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.3249999999999996e-06,7.775e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1704180064308681,0.0046128700672191
-0.0899999999999997,-4.7e-06,3.2750000000000004e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.4249999999999997e-06,7.975e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1786833855799372,0.0045034874929006
-0.0849999999999997,-4.75e-06,3.375e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.3750000000000004e-06,8.125000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1692307692307692,0.0044132968599504
-0.0799999999999997,-4.9000000000000005e-06,3.45e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.4500000000000003e-06,8.35e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1736526946107785,0.0042975394580231
-0.0749999999999997,-5.025e-06,3.575e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.45e-06,8.6e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1686046511627907,0.0041691104595538
-0.0699999999999997,-5.0750000000000005e-06,3.65e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.4250000000000003e-06,8.725e-06,3.535533905932737e-08,3.535533905932737e-08,-0.163323782234957,0.0041058775379676
-0.0649999999999997,-5.0750000000000005e-06,3.725e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.3500000000000006e-06,8.8e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1534090909090909,0.0040646536511184
-0.06,-5.150000000000001e-06,3.875e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-1.2750000000000005e-06,9.025e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1412742382271468,0.0039563893818784
-0.055,-5.225000000000001e-06,4.075e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-1.1500000000000008e-06,9.3e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1236559139784947,0.0038306041972189
-0.05,-5.2e-06,4.15e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-1.05e-06,9.35e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1122994652406417,0.0038050884148911
-0.045,-5.25e-06,4.350000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-8.99999999999999e-07,9.6e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0937499999999999,0.0036989968025271
-0.04,-5.275e-06,4.5e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-7.750000000000002e-07,9.775e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0792838874680307,0.0036282645176446
-0.035,-5.375e-06,4.675e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-7.000000000000001e-07,1.005e-05,3.535533905932737e-08,3.535533905932737e-08,-0.0696517412935323,0.0035264672761183
-0.03,-5.4e-06,4.825e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-5.749999999999996e-07,1.0225e-05,3.535533905932737e-08,3.535533905932737e-08,-0.0562347188264058,0.0034631978286728
-0.025,-5.325e-06,4.85e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-4.749999999999997e-07,1.0175e-05,3.535533905932737e-08,3.535533905932737e-08,-0.0466830466830466,0.0034785103841708
-0.02,-5.4e-06,5.0750000000000005e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-3.249999999999995e-07,1.0475e-05,3.535533905932737e-08,3.535533905932737e-08,-0.0310262529832935,0.0033768355123921
-0.015,-5.45e-06,5.1e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-3.500000000000001e-07,1.055e-05,3.535533905932737e-08,3.535533905932737e-08,-0.0331753554502369,0.0033530606470515
-0.01,-5.4250000000000006e-06,5.25e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-1.750000000000009e-07,1.0675e-05,3.535533905932737e-08,3.535533905932737e-08,-0.0163934426229509,0.0033124205643833
-0.005,-5.300000000000001e-06,5.225000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,-7.500000000000014e-08,1.0525000000000002e-05,3.535533905932737e-08,3.535533905932737e-08,-0.007125890736342,0.0033592623933749
-2.775557561562892e-17,-5.300000000000001e-06,5.300000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,0.0,1.0600000000000002e-05,3.535533905932737e-08,3.535533905932737e-08,0.0,0.0033354093452195
0.0049999999999999,-5.25e-06,5.300000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,5.0000000000001215e-08,1.055e-05,3.535533905932737e-08,3.535533905932737e-08,0.0047393364928911,0.003351254608599
0.0099999999999999,-5.2e-06,5.375e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.7500000000000005e-07,1.0575e-05,3.535533905932737e-08,3.535533905932737e-08,0.016548463356974,0.0033437522256948
0.0149999999999999,-5.150000000000001e-06,5.45e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,2.999999999999997e-07,1.06e-05,3.535533905932737e-08,3.535533905932737e-08,0.0283018867924528,0.0033367449039279
